echo 0000 | nc 10.212.175.197 8000
echo 8033 | nc 10.212.175.197 8000
echo 8034 | nc 10.212.175.197 8000
echo 8035 | nc 10.212.175.197 8000
echo 8036 | nc 10.212.175.197 8000
echo 8037 | nc 10.212.175.197 8000
echo 8038 | nc 10.212.175.197 8000
echo 8039 | nc 10.212.175.197 8000
echo 8040 | nc 10.212.175.197 8000
echo 8041 | nc 10.212.175.197 8000
echo 8042 | nc 10.212.175.197 8000
echo 8043 | nc 10.212.175.197 8000
echo 8044 | nc 10.212.175.197 8000
echo 8045 | nc 10.212.175.197 8000
echo 8046 | nc 10.212.175.197 8000
echo 8047 | nc 10.212.175.197 8000
echo 8048 | nc 10.212.175.197 8000
echo 8049 | nc 10.212.175.197 8000
echo 8050 | nc 10.212.175.197 8000
echo 8051 | nc 10.212.175.197 8000
echo 8052 | nc 10.212.175.197 8000
echo 8053 | nc 10.212.175.197 8000
echo 8054 | nc 10.212.175.197 8000
echo 8055 | nc 10.212.175.197 8000
echo 8056 | nc 10.212.175.197 8000
echo 8057 | nc 10.212.175.197 8000
echo 8058 | nc 10.212.175.197 8000
echo 8059 | nc 10.212.175.197 8000
echo 8060 | nc 10.212.175.197 8000
echo 8061 | nc 10.212.175.197 8000
echo 8062 | nc 10.212.175.197 8000
echo 8063 | nc 10.212.175.197 8000
echo 8064 | nc 10.212.175.197 8000
echo 8065 | nc 10.212.175.197 8000
echo 8066 | nc 10.212.175.197 8000
echo 8067 | nc 10.212.175.197 8000
echo 8068 | nc 10.212.175.197 8000
echo 8069 | nc 10.212.175.197 8000
echo 8070 | nc 10.212.175.197 8000
echo 8071 | nc 10.212.175.197 8000
echo 8072 | nc 10.212.175.197 8000
echo 8073 | nc 10.212.175.197 8000
echo 8074 | nc 10.212.175.197 8000
echo 8075 | nc 10.212.175.197 8000
echo 8076 | nc 10.212.175.197 8000
echo 8077 | nc 10.212.175.197 8000
echo 8078 | nc 10.212.175.197 8000
echo 8079 | nc 10.212.175.197 8000
echo 8080 | nc 10.212.175.197 8000
echo 8081 | nc 10.212.175.197 8000
echo 8082 | nc 10.212.175.197 8000
echo 8083 | nc 10.212.175.197 8000
echo 8084 | nc 10.212.175.197 8000
echo 8085 | nc 10.212.175.197 8000
echo 8086 | nc 10.212.175.197 8000
echo 8087 | nc 10.212.175.197 8000
echo 8088 | nc 10.212.175.197 8000
echo 8089 | nc 10.212.175.197 8000
echo 8090 | nc 10.212.175.197 8000
echo 8091 | nc 10.212.175.197 8000
echo 8092 | nc 10.212.175.197 8000
echo 8093 | nc 10.212.175.197 8000
echo 8094 | nc 10.212.175.197 8000
echo 8095 | nc 10.212.175.197 8000
echo 8096 | nc 10.212.175.197 8000
echo 8097 | nc 10.212.175.197 8000
echo 8098 | nc 10.212.175.197 8000
echo 8099 | nc 10.212.175.197 8000
echo 8100 | nc 10.212.175.197 8000
echo 8101 | nc 10.212.175.197 8000
echo 8102 | nc 10.212.175.197 8000
echo 8103 | nc 10.212.175.197 8000
echo 8104 | nc 10.212.175.197 8000
echo 8105 | nc 10.212.175.197 8000
echo 8106 | nc 10.212.175.197 8000
echo 8107 | nc 10.212.175.197 8000
echo 8108 | nc 10.212.175.197 8000
echo 8109 | nc 10.212.175.197 8000
echo 8110 | nc 10.212.175.197 8000
echo 8111 | nc 10.212.175.197 8000
echo 8112 | nc 10.212.175.197 8000
echo 8113 | nc 10.212.175.197 8000
echo 8114 | nc 10.212.175.197 8000
echo 8115 | nc 10.212.175.197 8000
echo 8116 | nc 10.212.175.197 8000
echo 8117 | nc 10.212.175.197 8000
echo 8118 | nc 10.212.175.197 8000
echo 8119 | nc 10.212.175.197 8000
echo 8120 | nc 10.212.175.197 8000
echo 8121 | nc 10.212.175.197 8000
echo 8122 | nc 10.212.175.197 8000
echo 8123 | nc 10.212.175.197 8000
echo 8124 | nc 10.212.175.197 8000
echo 8125 | nc 10.212.175.197 8000
echo 8126 | nc 10.212.175.197 8000
echo 8127 | nc 10.212.175.197 8000
echo 8128 | nc 10.212.175.197 8000
echo 8129 | nc 10.212.175.197 8000
echo 8130 | nc 10.212.175.197 8000
echo 8131 | nc 10.212.175.197 8000
echo 8132 | nc 10.212.175.197 8000
echo 8133 | nc 10.212.175.197 8000
echo 8134 | nc 10.212.175.197 8000
echo 8135 | nc 10.212.175.197 8000
echo 8136 | nc 10.212.175.197 8000
echo 8137 | nc 10.212.175.197 8000
echo 8138 | nc 10.212.175.197 8000
echo 8139 | nc 10.212.175.197 8000
echo 8140 | nc 10.212.175.197 8000
echo 8141 | nc 10.212.175.197 8000
echo 8142 | nc 10.212.175.197 8000
echo 8143 | nc 10.212.175.197 8000
echo 8144 | nc 10.212.175.197 8000
echo 8145 | nc 10.212.175.197 8000
echo 8146 | nc 10.212.175.197 8000
echo 8147 | nc 10.212.175.197 8000
echo 8148 | nc 10.212.175.197 8000
echo 8149 | nc 10.212.175.197 8000
echo 8150 | nc 10.212.175.197 8000
echo 8151 | nc 10.212.175.197 8000
echo 8152 | nc 10.212.175.197 8000
echo 8153 | nc 10.212.175.197 8000
echo 8154 | nc 10.212.175.197 8000
echo 8155 | nc 10.212.175.197 8000
echo 8156 | nc 10.212.175.197 8000
echo 8157 | nc 10.212.175.197 8000
echo 8158 | nc 10.212.175.197 8000
echo 8159 | nc 10.212.175.197 8000
echo 8160 | nc 10.212.175.197 8000
echo 8161 | nc 10.212.175.197 8000
echo 8162 | nc 10.212.175.197 8000
echo 8163 | nc 10.212.175.197 8000
echo 8164 | nc 10.212.175.197 8000
echo 8165 | nc 10.212.175.197 8000
echo 8166 | nc 10.212.175.197 8000
echo 8167 | nc 10.212.175.197 8000
echo 8168 | nc 10.212.175.197 8000
echo 8169 | nc 10.212.175.197 8000
echo 8170 | nc 10.212.175.197 8000
echo 8171 | nc 10.212.175.197 8000
echo 8172 | nc 10.212.175.197 8000
echo 8173 | nc 10.212.175.197 8000
echo 8174 | nc 10.212.175.197 8000
echo 8175 | nc 10.212.175.197 8000
echo 8176 | nc 10.212.175.197 8000
echo 8177 | nc 10.212.175.197 8000
echo 8178 | nc 10.212.175.197 8000
echo 8179 | nc 10.212.175.197 8000
echo 8180 | nc 10.212.175.197 8000
echo 8181 | nc 10.212.175.197 8000
echo 8182 | nc 10.212.175.197 8000
echo 8183 | nc 10.212.175.197 8000
echo 8184 | nc 10.212.175.197 8000
echo 8185 | nc 10.212.175.197 8000
echo 8186 | nc 10.212.175.197 8000
echo 8187 | nc 10.212.175.197 8000
echo 8188 | nc 10.212.175.197 8000
echo 8189 | nc 10.212.175.197 8000
echo 8190 | nc 10.212.175.197 8000
echo 8191 | nc 10.212.175.197 8000
echo 8192 | nc 10.212.175.197 8000
echo 8193 | nc 10.212.175.197 8000
echo 8194 | nc 10.212.175.197 8000
echo 8195 | nc 10.212.175.197 8000
echo 8196 | nc 10.212.175.197 8000
echo 8197 | nc 10.212.175.197 8000
echo 8198 | nc 10.212.175.197 8000
echo 8199 | nc 10.212.175.197 8000
echo 8200 | nc 10.212.175.197 8000
echo 8201 | nc 10.212.175.197 8000
echo 8202 | nc 10.212.175.197 8000
echo 8203 | nc 10.212.175.197 8000
echo 8204 | nc 10.212.175.197 8000
echo 8205 | nc 10.212.175.197 8000
echo 8206 | nc 10.212.175.197 8000
echo 8207 | nc 10.212.175.197 8000
echo 8208 | nc 10.212.175.197 8000
echo 8209 | nc 10.212.175.197 8000
echo 8210 | nc 10.212.175.197 8000
echo 8211 | nc 10.212.175.197 8000
echo 8212 | nc 10.212.175.197 8000
echo 8213 | nc 10.212.175.197 8000
echo 8214 | nc 10.212.175.197 8000
echo 8215 | nc 10.212.175.197 8000
echo 8216 | nc 10.212.175.197 8000
echo 8217 | nc 10.212.175.197 8000
echo 8218 | nc 10.212.175.197 8000
echo 8219 | nc 10.212.175.197 8000
echo 8220 | nc 10.212.175.197 8000
echo 8221 | nc 10.212.175.197 8000
echo 8222 | nc 10.212.175.197 8000
echo 8223 | nc 10.212.175.197 8000
echo 8224 | nc 10.212.175.197 8000
echo 8225 | nc 10.212.175.197 8000
echo 8226 | nc 10.212.175.197 8000
echo 8227 | nc 10.212.175.197 8000
echo 8228 | nc 10.212.175.197 8000
echo 8229 | nc 10.212.175.197 8000
echo 8230 | nc 10.212.175.197 8000
echo 8231 | nc 10.212.175.197 8000
echo 8232 | nc 10.212.175.197 8000
echo 8233 | nc 10.212.175.197 8000
echo 8234 | nc 10.212.175.197 8000
echo 8235 | nc 10.212.175.197 8000
echo 8236 | nc 10.212.175.197 8000
echo 8237 | nc 10.212.175.197 8000
echo 8238 | nc 10.212.175.197 8000
echo 8239 | nc 10.212.175.197 8000
echo 8240 | nc 10.212.175.197 8000
echo 8241 | nc 10.212.175.197 8000
echo 8242 | nc 10.212.175.197 8000
echo 8243 | nc 10.212.175.197 8000
echo 8244 | nc 10.212.175.197 8000
echo 8245 | nc 10.212.175.197 8000
echo 8246 | nc 10.212.175.197 8000
echo 8247 | nc 10.212.175.197 8000
echo 8248 | nc 10.212.175.197 8000
echo 8249 | nc 10.212.175.197 8000
echo 8250 | nc 10.212.175.197 8000
echo 8251 | nc 10.212.175.197 8000
echo 8252 | nc 10.212.175.197 8000
echo 8253 | nc 10.212.175.197 8000
echo 8254 | nc 10.212.175.197 8000
echo 8255 | nc 10.212.175.197 8000
echo 8256 | nc 10.212.175.197 8000
echo 8257 | nc 10.212.175.197 8000
echo 8258 | nc 10.212.175.197 8000
echo 8259 | nc 10.212.175.197 8000
echo 8260 | nc 10.212.175.197 8000
echo 8261 | nc 10.212.175.197 8000
echo 8262 | nc 10.212.175.197 8000
echo 8263 | nc 10.212.175.197 8000
echo 8264 | nc 10.212.175.197 8000
echo 8265 | nc 10.212.175.197 8000
echo 8266 | nc 10.212.175.197 8000
echo 8267 | nc 10.212.175.197 8000
echo 8268 | nc 10.212.175.197 8000
echo 8269 | nc 10.212.175.197 8000
echo 8270 | nc 10.212.175.197 8000
echo 8271 | nc 10.212.175.197 8000
echo 8272 | nc 10.212.175.197 8000
echo 8273 | nc 10.212.175.197 8000
echo 8274 | nc 10.212.175.197 8000
echo 8275 | nc 10.212.175.197 8000
echo 8276 | nc 10.212.175.197 8000
echo 8277 | nc 10.212.175.197 8000
echo 8278 | nc 10.212.175.197 8000
echo 8279 | nc 10.212.175.197 8000
echo 8280 | nc 10.212.175.197 8000
echo 8281 | nc 10.212.175.197 8000
echo 8282 | nc 10.212.175.197 8000
echo 8283 | nc 10.212.175.197 8000
echo 8284 | nc 10.212.175.197 8000
echo 8285 | nc 10.212.175.197 8000
echo 8286 | nc 10.212.175.197 8000
echo 8287 | nc 10.212.175.197 8000
echo 8288 | nc 10.212.175.197 8000
echo 8289 | nc 10.212.175.197 8000
echo 8290 | nc 10.212.175.197 8000
echo 8291 | nc 10.212.175.197 8000
echo 8292 | nc 10.212.175.197 8000
echo 8293 | nc 10.212.175.197 8000
echo 8294 | nc 10.212.175.197 8000
echo 8295 | nc 10.212.175.197 8000
echo 8296 | nc 10.212.175.197 8000
echo 8297 | nc 10.212.175.197 8000
echo 8298 | nc 10.212.175.197 8000
echo 8299 | nc 10.212.175.197 8000
echo 8300 | nc 10.212.175.197 8000
echo 8301 | nc 10.212.175.197 8000
echo 8302 | nc 10.212.175.197 8000
echo 8303 | nc 10.212.175.197 8000
echo 8304 | nc 10.212.175.197 8000
echo 8305 | nc 10.212.175.197 8000
echo 8306 | nc 10.212.175.197 8000
echo 8307 | nc 10.212.175.197 8000
echo 8308 | nc 10.212.175.197 8000
echo 8309 | nc 10.212.175.197 8000
echo 8310 | nc 10.212.175.197 8000
echo 8311 | nc 10.212.175.197 8000
echo 8312 | nc 10.212.175.197 8000
echo 8313 | nc 10.212.175.197 8000
echo 8314 | nc 10.212.175.197 8000
echo 8315 | nc 10.212.175.197 8000
echo 8316 | nc 10.212.175.197 8000
echo 8317 | nc 10.212.175.197 8000
echo 8318 | nc 10.212.175.197 8000
echo 8319 | nc 10.212.175.197 8000
echo 8320 | nc 10.212.175.197 8000
echo 8321 | nc 10.212.175.197 8000
echo 8322 | nc 10.212.175.197 8000
echo 8323 | nc 10.212.175.197 8000
echo 8324 | nc 10.212.175.197 8000
echo 8325 | nc 10.212.175.197 8000
echo 8326 | nc 10.212.175.197 8000
echo 8327 | nc 10.212.175.197 8000
echo 8328 | nc 10.212.175.197 8000
echo 8329 | nc 10.212.175.197 8000
echo 8330 | nc 10.212.175.197 8000
echo 8331 | nc 10.212.175.197 8000
echo 8332 | nc 10.212.175.197 8000
echo 8333 | nc 10.212.175.197 8000
echo 8334 | nc 10.212.175.197 8000
echo 8335 | nc 10.212.175.197 8000
echo 8336 | nc 10.212.175.197 8000
echo 8337 | nc 10.212.175.197 8000
echo 8338 | nc 10.212.175.197 8000
echo 8339 | nc 10.212.175.197 8000
echo 8340 | nc 10.212.175.197 8000
echo 8341 | nc 10.212.175.197 8000
echo 8342 | nc 10.212.175.197 8000
echo 8343 | nc 10.212.175.197 8000
echo 8344 | nc 10.212.175.197 8000
echo 8345 | nc 10.212.175.197 8000
echo 8346 | nc 10.212.175.197 8000
echo 8347 | nc 10.212.175.197 8000
echo 8348 | nc 10.212.175.197 8000
echo 8349 | nc 10.212.175.197 8000
echo 8350 | nc 10.212.175.197 8000
echo 8351 | nc 10.212.175.197 8000
echo 8352 | nc 10.212.175.197 8000
echo 8353 | nc 10.212.175.197 8000
echo 8354 | nc 10.212.175.197 8000
echo 8355 | nc 10.212.175.197 8000
echo 8356 | nc 10.212.175.197 8000
echo 8357 | nc 10.212.175.197 8000
echo 8358 | nc 10.212.175.197 8000
echo 8359 | nc 10.212.175.197 8000
echo 8360 | nc 10.212.175.197 8000
echo 8361 | nc 10.212.175.197 8000
echo 8362 | nc 10.212.175.197 8000
echo 8363 | nc 10.212.175.197 8000
echo 8364 | nc 10.212.175.197 8000
echo 8365 | nc 10.212.175.197 8000
echo 8366 | nc 10.212.175.197 8000
echo 8367 | nc 10.212.175.197 8000
echo 8368 | nc 10.212.175.197 8000
echo 8369 | nc 10.212.175.197 8000
echo 8370 | nc 10.212.175.197 8000
echo 8371 | nc 10.212.175.197 8000
echo 8372 | nc 10.212.175.197 8000
echo 8373 | nc 10.212.175.197 8000
echo 8374 | nc 10.212.175.197 8000
echo 8375 | nc 10.212.175.197 8000
echo 8376 | nc 10.212.175.197 8000
echo 8377 | nc 10.212.175.197 8000
echo 8378 | nc 10.212.175.197 8000
echo 8379 | nc 10.212.175.197 8000
echo 8380 | nc 10.212.175.197 8000
echo 8381 | nc 10.212.175.197 8000
echo 8382 | nc 10.212.175.197 8000
echo 8383 | nc 10.212.175.197 8000
echo 8384 | nc 10.212.175.197 8000
echo 8385 | nc 10.212.175.197 8000
echo 8386 | nc 10.212.175.197 8000
echo 8387 | nc 10.212.175.197 8000
echo 8388 | nc 10.212.175.197 8000
echo 8389 | nc 10.212.175.197 8000
echo 8390 | nc 10.212.175.197 8000
echo 8391 | nc 10.212.175.197 8000
echo 8392 | nc 10.212.175.197 8000
echo 8393 | nc 10.212.175.197 8000
echo 8394 | nc 10.212.175.197 8000
echo 8395 | nc 10.212.175.197 8000
echo 8396 | nc 10.212.175.197 8000
echo 8397 | nc 10.212.175.197 8000
echo 8398 | nc 10.212.175.197 8000
echo 8399 | nc 10.212.175.197 8000
echo 8400 | nc 10.212.175.197 8000
echo 8401 | nc 10.212.175.197 8000
echo 8402 | nc 10.212.175.197 8000
echo 8403 | nc 10.212.175.197 8000
echo 8404 | nc 10.212.175.197 8000
echo 8405 | nc 10.212.175.197 8000
echo 8406 | nc 10.212.175.197 8000
echo 8407 | nc 10.212.175.197 8000
echo 8408 | nc 10.212.175.197 8000
echo 8409 | nc 10.212.175.197 8000
echo 8410 | nc 10.212.175.197 8000
echo 8411 | nc 10.212.175.197 8000
echo 8412 | nc 10.212.175.197 8000
echo 8413 | nc 10.212.175.197 8000
echo 8414 | nc 10.212.175.197 8000
echo 8415 | nc 10.212.175.197 8000
echo 8416 | nc 10.212.175.197 8000
echo 8417 | nc 10.212.175.197 8000
echo 8418 | nc 10.212.175.197 8000
echo 8419 | nc 10.212.175.197 8000
echo 8420 | nc 10.212.175.197 8000
echo 8421 | nc 10.212.175.197 8000
echo 8422 | nc 10.212.175.197 8000
echo 8423 | nc 10.212.175.197 8000
echo 8424 | nc 10.212.175.197 8000
echo 8425 | nc 10.212.175.197 8000
echo 8426 | nc 10.212.175.197 8000
echo 8427 | nc 10.212.175.197 8000
echo 8428 | nc 10.212.175.197 8000
echo 8429 | nc 10.212.175.197 8000
echo 8430 | nc 10.212.175.197 8000
echo 8431 | nc 10.212.175.197 8000
echo 8432 | nc 10.212.175.197 8000
echo 8433 | nc 10.212.175.197 8000
echo 8434 | nc 10.212.175.197 8000
echo 8435 | nc 10.212.175.197 8000
echo 8436 | nc 10.212.175.197 8000
echo 8437 | nc 10.212.175.197 8000
echo 8438 | nc 10.212.175.197 8000
echo 8439 | nc 10.212.175.197 8000
echo 8440 | nc 10.212.175.197 8000
echo 8441 | nc 10.212.175.197 8000
echo 8442 | nc 10.212.175.197 8000
echo 8443 | nc 10.212.175.197 8000
echo 8444 | nc 10.212.175.197 8000
echo 8445 | nc 10.212.175.197 8000
echo 8446 | nc 10.212.175.197 8000
echo 8447 | nc 10.212.175.197 8000
echo 8448 | nc 10.212.175.197 8000
echo 8449 | nc 10.212.175.197 8000
echo 8450 | nc 10.212.175.197 8000
echo 8451 | nc 10.212.175.197 8000
echo 8452 | nc 10.212.175.197 8000
echo 8453 | nc 10.212.175.197 8000
echo 8454 | nc 10.212.175.197 8000
echo 8455 | nc 10.212.175.197 8000
echo 8456 | nc 10.212.175.197 8000
echo 8457 | nc 10.212.175.197 8000
echo 8458 | nc 10.212.175.197 8000
echo 8459 | nc 10.212.175.197 8000
echo 8460 | nc 10.212.175.197 8000
echo 8461 | nc 10.212.175.197 8000
echo 8462 | nc 10.212.175.197 8000
echo 8463 | nc 10.212.175.197 8000
echo 8464 | nc 10.212.175.197 8000
echo 8465 | nc 10.212.175.197 8000
echo 8466 | nc 10.212.175.197 8000
echo 8467 | nc 10.212.175.197 8000
echo 8468 | nc 10.212.175.197 8000
echo 8469 | nc 10.212.175.197 8000
echo 8470 | nc 10.212.175.197 8000
echo 8471 | nc 10.212.175.197 8000
echo 8472 | nc 10.212.175.197 8000
echo 8473 | nc 10.212.175.197 8000
echo 8474 | nc 10.212.175.197 8000
echo 8475 | nc 10.212.175.197 8000
echo 8476 | nc 10.212.175.197 8000
echo 8477 | nc 10.212.175.197 8000
echo 8478 | nc 10.212.175.197 8000
echo 8479 | nc 10.212.175.197 8000
echo 8480 | nc 10.212.175.197 8000
echo 8481 | nc 10.212.175.197 8000
echo 8482 | nc 10.212.175.197 8000
echo 8483 | nc 10.212.175.197 8000
echo 8484 | nc 10.212.175.197 8000
echo 8485 | nc 10.212.175.197 8000
echo 8486 | nc 10.212.175.197 8000
echo 8487 | nc 10.212.175.197 8000
echo 8488 | nc 10.212.175.197 8000
echo 8489 | nc 10.212.175.197 8000
echo 8490 | nc 10.212.175.197 8000
echo 8491 | nc 10.212.175.197 8000
echo 8492 | nc 10.212.175.197 8000
echo 8493 | nc 10.212.175.197 8000
echo 8494 | nc 10.212.175.197 8000
echo 8495 | nc 10.212.175.197 8000
echo 8496 | nc 10.212.175.197 8000
echo 8497 | nc 10.212.175.197 8000
echo 8498 | nc 10.212.175.197 8000
echo 8499 | nc 10.212.175.197 8000
echo 8500 | nc 10.212.175.197 8000
echo 8501 | nc 10.212.175.197 8000
echo 8502 | nc 10.212.175.197 8000
echo 8503 | nc 10.212.175.197 8000
echo 8504 | nc 10.212.175.197 8000
echo 8505 | nc 10.212.175.197 8000
echo 8506 | nc 10.212.175.197 8000
echo 8507 | nc 10.212.175.197 8000
echo 8508 | nc 10.212.175.197 8000
echo 8509 | nc 10.212.175.197 8000
echo 8510 | nc 10.212.175.197 8000
echo 8511 | nc 10.212.175.197 8000
echo 8512 | nc 10.212.175.197 8000
echo 8513 | nc 10.212.175.197 8000
echo 8514 | nc 10.212.175.197 8000
echo 8515 | nc 10.212.175.197 8000
echo 8516 | nc 10.212.175.197 8000
echo 8517 | nc 10.212.175.197 8000
echo 8518 | nc 10.212.175.197 8000
echo 8519 | nc 10.212.175.197 8000
echo 8520 | nc 10.212.175.197 8000
echo 8521 | nc 10.212.175.197 8000
echo 8522 | nc 10.212.175.197 8000
echo 8523 | nc 10.212.175.197 8000
echo 8524 | nc 10.212.175.197 8000
echo 8525 | nc 10.212.175.197 8000
echo 8526 | nc 10.212.175.197 8000
echo 8527 | nc 10.212.175.197 8000
echo 8528 | nc 10.212.175.197 8000
echo 8529 | nc 10.212.175.197 8000
echo 8530 | nc 10.212.175.197 8000
echo 8531 | nc 10.212.175.197 8000
echo 8532 | nc 10.212.175.197 8000
echo 8533 | nc 10.212.175.197 8000
echo 8534 | nc 10.212.175.197 8000
echo 8535 | nc 10.212.175.197 8000
echo 8536 | nc 10.212.175.197 8000
echo 8537 | nc 10.212.175.197 8000
echo 8538 | nc 10.212.175.197 8000
echo 8539 | nc 10.212.175.197 8000
echo 8540 | nc 10.212.175.197 8000
echo 8541 | nc 10.212.175.197 8000
echo 8542 | nc 10.212.175.197 8000
echo 8543 | nc 10.212.175.197 8000
echo 8544 | nc 10.212.175.197 8000
echo 8545 | nc 10.212.175.197 8000
echo 8546 | nc 10.212.175.197 8000
echo 8547 | nc 10.212.175.197 8000
echo 8548 | nc 10.212.175.197 8000
echo 8549 | nc 10.212.175.197 8000
echo 8550 | nc 10.212.175.197 8000
echo 8551 | nc 10.212.175.197 8000
echo 8552 | nc 10.212.175.197 8000
echo 8553 | nc 10.212.175.197 8000
echo 8554 | nc 10.212.175.197 8000
echo 8555 | nc 10.212.175.197 8000
echo 8556 | nc 10.212.175.197 8000
echo 8557 | nc 10.212.175.197 8000
echo 8558 | nc 10.212.175.197 8000
echo 8559 | nc 10.212.175.197 8000
echo 8560 | nc 10.212.175.197 8000
echo 8561 | nc 10.212.175.197 8000
echo 8562 | nc 10.212.175.197 8000
echo 8563 | nc 10.212.175.197 8000
echo 8564 | nc 10.212.175.197 8000
echo 8565 | nc 10.212.175.197 8000
echo 8566 | nc 10.212.175.197 8000
echo 8567 | nc 10.212.175.197 8000
echo 8568 | nc 10.212.175.197 8000
echo 8569 | nc 10.212.175.197 8000
echo 8570 | nc 10.212.175.197 8000
echo 8571 | nc 10.212.175.197 8000
echo 8572 | nc 10.212.175.197 8000
echo 8573 | nc 10.212.175.197 8000
echo 8574 | nc 10.212.175.197 8000
echo 8575 | nc 10.212.175.197 8000
echo 8576 | nc 10.212.175.197 8000
echo 8577 | nc 10.212.175.197 8000
echo 8578 | nc 10.212.175.197 8000
echo 8579 | nc 10.212.175.197 8000
echo 8580 | nc 10.212.175.197 8000
echo 8581 | nc 10.212.175.197 8000
echo 8582 | nc 10.212.175.197 8000
echo 8583 | nc 10.212.175.197 8000
echo 8584 | nc 10.212.175.197 8000
echo 8585 | nc 10.212.175.197 8000
echo 8586 | nc 10.212.175.197 8000
echo 8587 | nc 10.212.175.197 8000
echo 8588 | nc 10.212.175.197 8000
echo 8589 | nc 10.212.175.197 8000
echo 8590 | nc 10.212.175.197 8000
echo 8591 | nc 10.212.175.197 8000
echo 8592 | nc 10.212.175.197 8000
echo 8593 | nc 10.212.175.197 8000
echo 8594 | nc 10.212.175.197 8000
echo 8595 | nc 10.212.175.197 8000
echo 8596 | nc 10.212.175.197 8000
echo 8597 | nc 10.212.175.197 8000
echo 8598 | nc 10.212.175.197 8000
echo 8599 | nc 10.212.175.197 8000
echo 8600 | nc 10.212.175.197 8000
echo 8601 | nc 10.212.175.197 8000
echo 8602 | nc 10.212.175.197 8000
echo 8603 | nc 10.212.175.197 8000
echo 8604 | nc 10.212.175.197 8000
echo 8605 | nc 10.212.175.197 8000
echo 8606 | nc 10.212.175.197 8000
echo 8607 | nc 10.212.175.197 8000
echo 8608 | nc 10.212.175.197 8000
echo 8609 | nc 10.212.175.197 8000
echo 8610 | nc 10.212.175.197 8000
echo 8611 | nc 10.212.175.197 8000
echo 8612 | nc 10.212.175.197 8000
echo 8613 | nc 10.212.175.197 8000
echo 8614 | nc 10.212.175.197 8000
echo 8615 | nc 10.212.175.197 8000
echo 8616 | nc 10.212.175.197 8000
echo 8617 | nc 10.212.175.197 8000
echo 8618 | nc 10.212.175.197 8000
echo 8619 | nc 10.212.175.197 8000
echo 8620 | nc 10.212.175.197 8000
echo 8621 | nc 10.212.175.197 8000
echo 8622 | nc 10.212.175.197 8000
echo 8623 | nc 10.212.175.197 8000
echo 8624 | nc 10.212.175.197 8000
echo 8625 | nc 10.212.175.197 8000
echo 8626 | nc 10.212.175.197 8000
echo 8627 | nc 10.212.175.197 8000
echo 8628 | nc 10.212.175.197 8000
echo 8629 | nc 10.212.175.197 8000
echo 8630 | nc 10.212.175.197 8000
echo 8631 | nc 10.212.175.197 8000
echo 8632 | nc 10.212.175.197 8000
echo 8633 | nc 10.212.175.197 8000
echo 8634 | nc 10.212.175.197 8000
echo 8635 | nc 10.212.175.197 8000
echo 8636 | nc 10.212.175.197 8000
echo 8637 | nc 10.212.175.197 8000
echo 8638 | nc 10.212.175.197 8000
echo 8639 | nc 10.212.175.197 8000
echo 8640 | nc 10.212.175.197 8000
echo 8641 | nc 10.212.175.197 8000
echo 8642 | nc 10.212.175.197 8000
echo 8643 | nc 10.212.175.197 8000
echo 8644 | nc 10.212.175.197 8000
echo 8645 | nc 10.212.175.197 8000
echo 8646 | nc 10.212.175.197 8000
echo 8647 | nc 10.212.175.197 8000
echo 8648 | nc 10.212.175.197 8000
echo 8649 | nc 10.212.175.197 8000
echo 8650 | nc 10.212.175.197 8000
echo 8651 | nc 10.212.175.197 8000
echo 8652 | nc 10.212.175.197 8000
echo 8653 | nc 10.212.175.197 8000
echo 8654 | nc 10.212.175.197 8000
echo 8655 | nc 10.212.175.197 8000
echo 8656 | nc 10.212.175.197 8000
echo 8657 | nc 10.212.175.197 8000
echo 8658 | nc 10.212.175.197 8000
echo 8659 | nc 10.212.175.197 8000
echo 8660 | nc 10.212.175.197 8000
echo 8661 | nc 10.212.175.197 8000
echo 8662 | nc 10.212.175.197 8000
echo 8663 | nc 10.212.175.197 8000
echo 8664 | nc 10.212.175.197 8000
echo 8665 | nc 10.212.175.197 8000
echo 8666 | nc 10.212.175.197 8000
echo 8667 | nc 10.212.175.197 8000
echo 8668 | nc 10.212.175.197 8000
echo 8669 | nc 10.212.175.197 8000
echo 8670 | nc 10.212.175.197 8000
echo 8671 | nc 10.212.175.197 8000
echo 8672 | nc 10.212.175.197 8000
echo 8673 | nc 10.212.175.197 8000
echo 8674 | nc 10.212.175.197 8000
echo 8675 | nc 10.212.175.197 8000
echo 8676 | nc 10.212.175.197 8000
echo 8677 | nc 10.212.175.197 8000
echo 8678 | nc 10.212.175.197 8000
echo 8679 | nc 10.212.175.197 8000
echo 8680 | nc 10.212.175.197 8000
echo 8681 | nc 10.212.175.197 8000
echo 8682 | nc 10.212.175.197 8000
echo 8683 | nc 10.212.175.197 8000
echo 8684 | nc 10.212.175.197 8000
echo 8685 | nc 10.212.175.197 8000
echo 8686 | nc 10.212.175.197 8000
echo 8687 | nc 10.212.175.197 8000
echo 8688 | nc 10.212.175.197 8000
echo 8689 | nc 10.212.175.197 8000
echo 8690 | nc 10.212.175.197 8000
echo 8691 | nc 10.212.175.197 8000
echo 8692 | nc 10.212.175.197 8000
echo 8693 | nc 10.212.175.197 8000
echo 8694 | nc 10.212.175.197 8000
echo 8695 | nc 10.212.175.197 8000
echo 8696 | nc 10.212.175.197 8000
echo 8697 | nc 10.212.175.197 8000
